66
(156, 253)
(272, 272)
(325, 164)
(65, 186)
(200, 25)
(317, 312)
(125, 181)
(222, 278)
(226, 225)
(62, 131)
(18, 253)
(136, 55)
(283, 27)
(196, 43)
(288, 158)
(247, 272)
(200, 130)
(63, 105)
(177, 86)
(265, 9)
(33, 192)
(4, 263)
(65, 334)
(91, 321)
(158, 147)
(5, 273)
(138, 137)
(229, 103)
(135, 114)
(254, 114)
(308, 349)
(201, 258)
(23, 146)
(340, 188)
(80, 69)
(164, 324)
(26, 138)
(211, 69)
(358, 277)
(257, 35)
(213, 29)
(32, 158)
(148, 163)
(94, 82)
(278, 241)
(37, 209)
(241, 241)
(60, 180)
(312, 42)
(33, 172)
(261, 287)
(303, 46)
(92, 93)
(67, 290)
(364, 7)
(328, 354)
(179, 272)
(119, 21)
(287, 197)
(335, 327)
(152, 162)
(155, 259)
(260, 49)
(199, 16)
(274, 251)
(238, 333)
(195, 68)
(60, 313)
(21, 336)
(389, 325)
(252, 248)
(357, 153)
(128, 327)
(223, 378)
(193, 327)
(295, 215)
(232, 295)
(47, 394)
(134, 165)
(374, 175)
(276, 401)
(354, 88)
(202, 338)
(353, 179)
(240, 87)
(310, 113)
(108, 318)
(21, 6)
(46, 217)
(409, 20)
(6, 221)
(241, 261)
(363, 51)
(138, 59)
(123, 6)
(296, 211)
(336, 155)
(220, 346)
(106, 188)
(42, 181)
(194, 208)
(240, 395)
(41, 352)
(187, 202)
(21, 161)
(9, 242)
(164, 170)
(166, 369)
(395, 296)
(426, 146)
(131, 183)
(417, 385)
(277, 387)
(233, 335)
(256, 390)
(432, 281)
(267, 440)
(106, 44)
(171, 343)
(167, 151)
(151, 30)
(161, 143)
(10, 159)
(438, 173)
(149, 229)
(67, 244)
(66, 297)
(77, 238)
(201, 10)
(71, 51)
(23, 166)
(325, 56)
(249, 33)
(422, 323)
(186, 445)
(166, 442)
(290, 194)
(130, 340)
(428, 408)
(445, 212)
(397, 19)
(151, 138)
(193, 461)
(422, 385)
(204, 186)
(463, 333)
(165, 421)
(365, 344)
(2, 299)
(114, 165)
(444, 8)
(146, 155)
(115, 39)
(94, 410)
(395, 214)
(344, 455)
(280, 24)
(466, 244)
(435, 390)
(313, 376)
(145, 261)
(373, 64)
(303, 446)
(356, 3)
(351, 219)
(135, 84)
(167, 373)
(60, 112)
(377, 457)
(288, 118)
(332, 12)
(431, 358)
(63, 495)
(69, 358)
(215, 32)
(185, 479)
(219, 311)
(372, 257)
(441, 362)
(83, 442)
(127, 162)
(334, 59)
(499, 18)
(234, 52)
(341, 140)
(242, 353)
(101, 81)
(80, 3)
(329, 358)
(446, 34)
(321, 469)
(317, 207)
(333, 390)
(157, 374)
(223, 240)
(194, 283)
(194, 276)
(434, 157)
(142, 373)
(485, 200)
(245, 387)
(435, 326)
(84, 188)
(306, 318)
(515, 358)
(343, 271)
(18, 275)
(104, 221)
(21, 169)
(226, 403)
(159, 435)
(105, 25)
(432, 212)
(139, 283)
(448, 392)
(229, 125)
(124, 403)
(183, 460)
(71, 157)
(409, 50)
(330, 144)
(365, 186)
(153, 42)
(440, 474)
(470, 66)
(384, 543)
(153, 165)
(303, 196)
(115, 406)
(176, 18)
(538, 401)
(502, 113)
(527, 32)
(413, 267)
(403, 400)
(551, 453)
(554, 277)
(264, 140)
(111, 435)
(329, 426)
(437, 183)
(335, 206)
(270, 34)
(192, 474)
(535, 276)
(412, 309)
(549, 410)
(489, 571)
(329, 55)
(341, 511)
(22, 107)
(431, 415)
(393, 569)
(419, 316)
(217, 266)
(44, 563)
(129, 580)
(409, 217)
(495, 294)
(408, 410)
(569, 286)
(392, 397)
(395, 277)
(138, 425)
(365, 575)
(36, 196)
(586, 534)
(306, 376)
(592, 185)
(228, 10)
(589, 518)
(567, 398)
(81, 181)
(166, 491)
(117, 203)
(554, 380)
(277, 489)
(1, 440)
(48, 106)
(290, 25)
(496, 577)
(312, 6)
(218, 490)
(567, 52)
(497, 457)
(295, 196)
(585, 255)
(556, 388)
(70, 254)
(162, 368)
(424, 286)
(103, 58)
(394, 148)
(559, 260)
(277, 285)
(606, 20)
(24, 7)
(386, 420)
(401, 481)
(384, 537)
(282, 23)
(191, 142)
(330, 12)
(28, 358)
(20, 561)
(321, 391)
(2, 569)
(198, 413)
(593, 374)
(200, 128)
(541, 616)
(417, 33)
(500, 103)
(133, 388)
(2, 11)
(268, 451)
(600, 301)
(352, 356)
(640, 110)
(369, 120)
(606, 87)
(215, 235)
(236, 143)
(607, 545)
(624, 322)
(463, 70)
(390, 299)
(247, 213)
(5, 452)
(584, 365)
(438, 504)
(295, 578)
(560, 302)
(94, 381)
(460, 175)
(512, 632)
(173, 568)
(7, 458)
(234, 393)
(536, 19)
(130, 280)
(192, 119)
(103, 37)
(164, 123)
(467, 115)
(601, 515)
(443, 517)
(277, 607)
(657, 65)
(86, 539)
(165, 569)
(74, 329)
(103, 100)
(489, 402)
(12, 366)
(116, 331)
(216, 114)
(132, 159)
(634, 407)
(348, 467)
(247, 506)
(504, 484)
(85, 52)
(423, 122)
(397, 214)
(16, 382)
(121, 377)
(648, 454)
(456, 646)
(182, 457)
(616, 241)
(501, 239)
(641, 288)
(661, 643)
(20, 638)
(451, 339)
(325, 442)
(591, 250)
(424, 448)
(250, 604)
(56, 292)
(700, 688)
(526, 288)
(67, 563)
(26, 92)
(167, 20)
(564, 26)
(170, 278)
(591, 354)
(382, 36)
(535, 593)
(143, 577)
(441, 166)
(112, 268)
(288, 211)
(151, 66)
(116, 340)
(274, 656)
(530, 300)
(189, 366)
(247, 285)
(439, 456)
(46, 463)
(556, 203)
(181, 162)
(696, 652)
(116, 723)
(698, 272)
(480, 308)
(25, 181)
(426, 414)
(408, 331)
(253, 30)
(167, 691)
(94, 374)
(181, 502)
(590, 714)
(483, 718)
(51, 317)
(25, 731)
(728, 648)
(290, 181)
(154, 274)
(169, 694)
(595, 654)
(281, 21)
(322, 495)
(417, 171)
(715, 728)
(563, 644)
(267, 377)
(632, 242)
(10, 133)
(430, 635)
(433, 432)
(422, 677)
(628, 341)
(409, 704)
(484, 398)
(276, 686)
(226, 489)
(185, 638)
(65, 224)
(268, 105)
(98, 341)
(57, 608)
(671, 763)
(530, 551)
(246, 762)
(323, 442)
(745, 60)
(200, 493)
(148, 68)
(496, 619)
(539, 352)
(356, 331)
(358, 560)
(65, 168)
(55, 66)
(410, 218)
(737, 563)
(618, 514)
(306, 240)
(72, 346)
(14, 667)
(589, 36)
(612, 381)
(611, 688)
(675, 465)
(74, 629)
(42, 205)
(610, 657)
(187, 257)
(50, 692)
(353, 73)
(367, 297)
(123, 368)
(797, 617)
(64, 247)
(292, 467)
(288, 41)
(1, 352)
(189, 5)
(374, 417)
(753, 200)
(545, 805)
(483, 669)
(408, 310)
(673, 432)
(150, 131)
(35, 159)
(375, 307)
(277, 194)
(188, 56)
(41, 643)
(81, 641)
(369, 608)
(448, 536)
(136, 362)
(361, 75)
(538, 370)
(403, 500)
(123, 575)
(225, 435)
(250, 695)
(202, 704)
(274, 311)
(319, 662)
(618, 197)
(42, 132)
(621, 661)
(168, 414)
(764, 797)
(282, 567)
(148, 283)
(440, 619)
(485, 683)
(774, 713)
(703, 222)
(391, 646)
(318, 191)
(693, 337)
(279, 298)
(6, 287)
(52, 165)
(693, 314)
(679, 436)
(75, 32)
(178, 249)
(248, 6)
(309, 218)
(623, 827)
(771, 788)
(305, 314)
(760, 391)
(20, 653)
(546, 384)
(78, 681)
(38, 670)
(846, 706)
(276, 91)
(48, 360)
(273, 713)
(282, 612)
(333, 866)
(425, 597)
(142, 841)
(597, 690)
(773, 167)
(231, 302)
(309, 823)
(361, 254)
(392, 551)
(853, 277)
(269, 133)
(842, 445)
(17, 875)
(639, 128)
(302, 382)
(59, 774)
(563, 182)
(34, 449)
(786, 709)
(570, 436)
(27, 7)
(837, 104)
(421, 241)
(397, 863)
(601, 852)
(77, 54)
(740, 105)
(393, 838)
(849, 316)
(238, 798)
(190, 428)
(656, 872)
(94, 283)
(144, 555)
(489, 178)
(472, 185)
(227, 129)
(306, 153)
(117, 716)
(477, 113)
(500, 553)
(862, 523)
(834, 81)
(898, 462)
(366, 683)
(848, 389)
(412, 3)
(419, 885)
(64, 869)
(879, 908)
(394, 301)
(392, 738)
(164, 112)
(717, 309)
(436, 629)
(159, 133)
(694, 388)
(189, 35)
(560, 374)
(32, 520)
(185, 193)
(190, 646)
(310, 275)
(69, 881)
(722, 821)
(465, 408)
(192, 342)
(604, 613)
(445, 20)
(214, 914)
(726, 254)
(267, 706)
(722, 198)
(280, 207)
(207, 333)
(467, 434)
(299, 338)
(820, 140)
(67, 391)
(17, 179)
(814, 646)
(507, 490)
(237, 274)
(241, 911)
(58, 635)
(238, 640)
(73, 486)
(926, 286)
(314, 521)
(544, 380)
(795, 724)
(295, 949)
(459, 321)
(65, 579)
(379, 91)
(241, 103)
(204, 170)
(158, 165)
(218, 396)
(360, 381)
(162, 84)
(927, 877)
(962, 517)
(354, 832)
(523, 163)
(838, 847)
(392, 421)
(587, 334)
(676, 474)
(733, 574)
(196, 398)
(640, 218)
(619, 450)
(288, 190)
(869, 820)
(91, 488)
(848, 454)
(326, 897)
(585, 190)
(847, 385)
(847, 974)
(316, 847)
(624, 9)
(494, 58)
(587, 666)
(855, 688)
(481, 613)
(313, 989)
(147, 685)
(285, 442)
(156, 923)
(546, 537)
(729, 196)
